season,week,celebrity_name,era,raw_score,judge_share,judge_rank,results,is_eliminated
11,2.0,Kyle Massey,Percentage,22.0,0.09954751131221719,3.0,2nd Place,0
11,2.0,Margaret Cho,Percentage,18.0,0.08144796380090498,9.0,Eliminated Week 3,0
11,2.0,Michael Bolton,Percentage,12.0,0.05429864253393665,11.0,Eliminated Week 2,1
11,2.0,Rick Fox,Percentage,21.0,0.09502262443438914,5.0,Eliminated Week 7,0
11,2.0,The Situation,Percentage,18.0,0.08144796380090498,9.0,Eliminated Week 4,0
11,3.0,Audrina Patridge,Percentage,26.0,0.11764705882352941,1.0,Eliminated Week 6,0
11,3.0,Brandy,Percentage,24.0,0.1085972850678733,2.0,Eliminated Week 9,0
11,3.0,Bristol Palin,Percentage,19.0,0.08597285067873303,9.0,3rd Place,0
11,3.0,Florence Henderson,Percentage,20.0,0.09049773755656108,7.0,Eliminated Week 5,0
11,3.0,Jennifer Grey,Percentage,24.0,0.1085972850678733,2.0,1st Place,0
11,3.0,Kurt Warner,Percentage,23.0,0.10407239819004525,5.0,Eliminated Week 8,0
11,3.0,Kyle Massey,Percentage,23.0,0.10407239819004525,5.0,2nd Place,0
11,3.0,Margaret Cho,Percentage,18.0,0.08144796380090498,10.0,Eliminated Week 3,1
11,3.0,Rick Fox,Percentage,24.0,0.1085972850678733,2.0,Eliminated Week 7,0
11,3.0,The Situation,Percentage,20.0,0.09049773755656108,7.0,Eliminated Week 4,0
11,4.0,Audrina Patridge,Percentage,23.0,0.12849162011173185,3.0,Eliminated Week 6,0
11,4.0,Brandy,Percentage,24.0,0.1340782122905028,2.0,Eliminated Week 9,0
11,4.0,Bristol Palin,Percentage,16.0,0.0893854748603352,8.0,3rd Place,0
11,4.0,Florence Henderson,Percentage,17.5,0.09776536312849161,6.0,Eliminated Week 5,0
11,4.0,Jennifer Grey,Percentage,28.0,0.1564245810055866,1.0,1st Place,0
11,4.0,Kurt Warner,Percentage,17.0,0.09497206703910614,7.0,Eliminated Week 8,0
11,4.0,Kyle Massey,Percentage,20.0,0.11173184357541899,4.0,2nd Place,0
11,4.0,Rick Fox,Percentage,19.5,0.10893854748603352,5.0,Eliminated Week 7,0
11,4.0,The Situation,Percentage,14.0,0.0782122905027933,9.0,Eliminated Week 4,1
11,5.0,Audrina Patridge,Percentage,23.0,0.12637362637362637,5.0,Eliminated Week 6,0
11,5.0,Brandy,Percentage,27.0,0.14835164835164835,1.0,Eliminated Week 9,0
11,5.0,Bristol Palin,Percentage,18.0,0.0989010989010989,8.0,3rd Place,0
11,5.0,Florence Henderson,Percentage,21.0,0.11538461538461539,6.0,Eliminated Week 5,1
11,5.0,Jennifer Grey,Percentage,25.0,0.13736263736263737,2.0,1st Place,0
11,5.0,Kurt Warner,Percentage,24.0,0.13186813186813187,3.0,Eliminated Week 8,0
11,5.0,Kyle Massey,Percentage,20.0,0.10989010989010989,7.0,2nd Place,0
11,5.0,Rick Fox,Percentage,24.0,0.13186813186813187,3.0,Eliminated Week 7,0
11,6.0,Audrina Patridge,Percentage,31.9998,0.15458892856159417,2.0,Eliminated Week 6,1
11,6.0,Brandy,Percentage,35.9999,0.1739131484985698,1.0,Eliminated Week 9,0
11,6.0,Bristol Palin,Percentage,27.9998,0.13526519171803963,6.0,3rd Place,0
11,6.0,Jennifer Grey,Percentage,29.0,0.14009709211577043,5.0,1st Place,0
11,6.0,Kurt Warner,Percentage,21.9999,0.1062800695461289,7.0,Eliminated Week 8,0
11,6.0,Kyle Massey,Percentage,29.999899999999997,0.14492754323323798,4.0,2nd Place,0
11,6.0,Rick Fox,Percentage,30.0,0.14492802632665908,3.0,Eliminated Week 7,0
11,7.0,Brandy,Percentage,36.5,0.1750599520383693,1.0,Eliminated Week 9,0
11,7.0,Bristol Palin,Percentage,32.5,0.15587529976019185,6.0,3rd Place,0
11,7.0,Jennifer Grey,Percentage,36.5,0.1750599520383693,1.0,1st Place,0
11,7.0,Kurt Warner,Percentage,35.0,0.16786570743405277,3.0,Eliminated Week 8,0
11,7.0,Kyle Massey,Percentage,33.5,0.1606714628297362,5.0,2nd Place,0
11,7.0,Rick Fox,Percentage,34.5,0.16546762589928057,4.0,Eliminated Week 7,1
11,8.0,Brandy,Percentage,28.5,0.21509433962264152,1.0,Eliminated Week 9,0
11,8.0,Bristol Palin,Percentage,23.5,0.17735849056603772,5.0,3rd Place,0
11,8.0,Jennifer Grey,Percentage,28.5,0.21509433962264152,1.0,1st Place,0
11,8.0,Kurt Warner,Percentage,24.0,0.1811320754716981,4.0,Eliminated Week 8,1
11,8.0,Kyle Massey,Percentage,28.0,0.21132075471698114,3.0,2nd Place,0
11,9.0,Brandy,Percentage,28.5,0.25,3.0,Eliminated Week 9,1
11,9.0,Bristol Palin,Percentage,26.5,0.2324561403508772,4.0,3rd Place,0
11,9.0,Jennifer Grey,Percentage,30.0,0.2631578947368421,1.0,1st Place,0
11,9.0,Kyle Massey,Percentage,29.0,0.2543859649122807,2.0,2nd Place,0
11,10.0,Bristol Palin,Percentage,25.6666,0.3092368897274451,3.0,3rd Place,0
11,10.0,Jennifer Grey,Percentage,30.0,0.36144665408832316,1.0,1st Place,0
11,10.0,Kyle Massey,Percentage,27.333199999999998,0.3293164561842318,2.0,2nd Place,0
12,1.0,Chelsea Kane,Percentage,21.0,0.10144927536231885,3.0,3rd Place,0
12,1.0,Chris Jericho,Percentage,19.0,0.09178743961352658,5.0,Eliminated Week 6,0
12,1.0,Hines Ward,Percentage,21.0,0.10144927536231885,3.0,1st Place,0
12,1.0,Kendra Wilkinson,Percentage,18.0,0.08695652173913043,7.0,Eliminated Week 7,0
12,1.0,Kirstie Alley,Percentage,23.0,0.1111111111111111,2.0,2nd Place,0
12,1.0,Mike Catherwood,Percentage,13.0,0.06280193236714976,11.0,Eliminated Week 2,0
12,1.0,Petra Nemcova,Percentage,18.0,0.08695652173913043,7.0,Eliminated Week 5,0
12,1.0,Ralph Macchio,Percentage,24.0,0.11594202898550725,1.0,Eliminated Week 9,0
12,1.0,Romeo,Percentage,19.0,0.09178743961352658,5.0,Eliminated Week 8,0
12,1.0,Sugar Ray Leonard,Percentage,17.0,0.0821256038647343,9.0,Eliminated Week 4,0
12,1.0,Wendy Williams,Percentage,14.0,0.06763285024154589,10.0,Eliminated Week 3,0
12,2.0,Chelsea Kane,Percentage,18.0,0.08333333333333333,7.0,3rd Place,0
12,2.0,Chris Jericho,Percentage,23.0,0.10648148148148148,1.0,Eliminated Week 6,0
12,2.0,Hines Ward,Percentage,23.0,0.10648148148148148,1.0,1st Place,0
12,2.0,Kendra Wilkinson,Percentage,19.0,0.08796296296296297,6.0,Eliminated Week 7,0
12,2.0,Kirstie Alley,Percentage,20.0,0.09259259259259259,5.0,2nd Place,0
12,2.0,Mike Catherwood,Percentage,17.0,0.0787037037037037,9.0,Eliminated Week 2,1
12,2.0,Petra Nemcova,Percentage,18.0,0.08333333333333333,7.0,Eliminated Week 5,0
12,2.0,Ralph Macchio,Percentage,21.0,0.09722222222222222,4.0,Eliminated Week 9,0
12,2.0,Romeo,Percentage,23.0,0.10648148148148148,1.0,Eliminated Week 8,0
12,2.0,Sugar Ray Leonard,Percentage,17.0,0.0787037037037037,9.0,Eliminated Week 4,0
12,2.0,Wendy Williams,Percentage,17.0,0.0787037037037037,9.0,Eliminated Week 3,0
12,3.0,Chelsea Kane,Percentage,23.0,0.10747663551401869,3.0,3rd Place,0
12,3.0,Chris Jericho,Percentage,21.0,0.09813084112149532,5.0,Eliminated Week 6,0
12,3.0,Hines Ward,Percentage,25.0,0.11682242990654206,1.0,1st Place,0
12,3.0,Kendra Wilkinson,Percentage,23.0,0.10747663551401869,3.0,Eliminated Week 7,0
12,3.0,Kirstie Alley,Percentage,21.0,0.09813084112149532,5.0,2nd Place,0
12,3.0,Petra Nemcova,Percentage,25.0,0.11682242990654206,1.0,Eliminated Week 5,0
12,3.0,Ralph Macchio,Percentage,21.0,0.09813084112149532,5.0,Eliminated Week 9,0
12,3.0,Romeo,Percentage,20.0,0.09345794392523364,8.0,Eliminated Week 8,0
12,3.0,Sugar Ray Leonard,Percentage,20.0,0.09345794392523364,8.0,Eliminated Week 4,0
12,3.0,Wendy Williams,Percentage,15.0,0.07009345794392523,10.0,Eliminated Week 3,1
12,4.0,Chelsea Kane,Percentage,26.0,0.1262135922330097,1.0,3rd Place,0
12,4.0,Chris Jericho,Percentage,23.0,0.11165048543689321,4.0,Eliminated Week 6,0
12,4.0,Hines Ward,Percentage,25.0,0.12135922330097088,2.0,1st Place,0
12,4.0,Kendra Wilkinson,Percentage,18.0,0.08737864077669903,9.0,Eliminated Week 7,0
12,4.0,Kirstie Alley,Percentage,22.0,0.10679611650485436,7.0,2nd Place,0
12,4.0,Petra Nemcova,Percentage,23.0,0.11165048543689321,4.0,Eliminated Week 5,0
12,4.0,Ralph Macchio,Percentage,25.0,0.12135922330097088,2.0,Eliminated Week 9,0
12,4.0,Romeo,Percentage,23.0,0.11165048543689321,4.0,Eliminated Week 8,0
12,4.0,Sugar Ray Leonard,Percentage,21.0,0.10194174757281553,8.0,Eliminated Week 4,1
12,5.0,Chelsea Kane,Percentage,26.0,0.13402061855670103,2.0,3rd Place,0
12,5.0,Chris Jericho,Percentage,26.0,0.13402061855670103,2.0,Eliminated Week 6,0
12,5.0,Hines Ward,Percentage,27.0,0.13917525773195877,1.0,1st Place,0
12,5.0,Kendra Wilkinson,Percentage,22.0,0.1134020618556701,6.0,Eliminated Week 7,0
12,5.0,Kirstie Alley,Percentage,23.0,0.11855670103092783,5.0,2nd Place,0
12,5.0,Petra Nemcova,Percentage,22.0,0.1134020618556701,6.0,Eliminated Week 5,1
12,5.0,Ralph Macchio,Percentage,22.0,0.1134020618556701,6.0,Eliminated Week 9,0
12,5.0,Romeo,Percentage,26.0,0.13402061855670103,2.0,Eliminated Week 8,0
12,6.0,Chelsea Kane,Percentage,28.0,0.15555555555555556,1.0,3rd Place,0
12,6.0,Chris Jericho,Percentage,22.0,0.12222222222222222,7.0,Eliminated Week 6,1
12,6.0,Hines Ward,Percentage,27.0,0.15,3.0,1st Place,0
12,6.0,Kendra Wilkinson,Percentage,25.0,0.1388888888888889,5.0,Eliminated Week 7,0
12,6.0,Kirstie Alley,Percentage,26.0,0.14444444444444443,4.0,2nd Place,0
12,6.0,Ralph Macchio,Percentage,24.0,0.13333333333333333,6.0,Eliminated Week 9,0
12,6.0,Romeo,Percentage,28.0,0.15555555555555556,1.0,Eliminated Week 8,0
12,7.0,Chelsea Kane,Percentage,32.0,0.16976127320954906,3.0,3rd Place,0
12,7.0,Hines Ward,Percentage,33.0,0.17506631299734748,1.0,1st Place,0
12,7.0,Kendra Wilkinson,Percentage,30.5,0.16180371352785147,4.0,Eliminated Week 7,1
12,7.0,Kirstie Alley,Percentage,30.0,0.15915119363395225,5.0,2nd Place,0
12,7.0,Ralph Macchio,Percentage,33.0,0.17506631299734748,1.0,Eliminated Week 9,0
12,7.0,Romeo,Percentage,30.0,0.15915119363395225,5.0,Eliminated Week 8,0
12,8.0,Chelsea Kane,Percentage,27.5,0.21153846153846154,1.0,3rd Place,0
12,8.0,Hines Ward,Percentage,27.0,0.2076923076923077,2.0,1st Place,0
12,8.0,Kirstie Alley,Percentage,26.5,0.20384615384615384,3.0,2nd Place,0
12,8.0,Ralph Macchio,Percentage,23.0,0.17692307692307693,5.0,Eliminated Week 9,0
12,8.0,Romeo,Percentage,26.0,0.2,4.0,Eliminated Week 8,1
12,9.0,Chelsea Kane,Percentage,36.5,0.31063829787234043,1.0,3rd Place,0
12,9.0,Hines Ward,Percentage,30.0,0.2553191489361702,2.0,1st Place,0
12,9.0,Kirstie Alley,Percentage,27.0,0.2297872340425532,3.0,2nd Place,0
12,9.0,Ralph Macchio,Percentage,24.0,0.20425531914893616,4.0,Eliminated Week 9,1
12,10.0,Chelsea Kane,Percentage,29.666600000000003,0.33969480071129965,1.0,3rd Place,0
12,10.0,Hines Ward,Percentage,29.666600000000003,0.33969480071129965,1.0,1st Place,0
12,10.0,Kirstie Alley,Percentage,27.999899999999997,0.32061039857740076,3.0,2nd Place,0
13,1.0,Carson Kressley,Percentage,17.0,0.07834101382488479,7.0,Eliminated Week 5,0
13,1.0,Chaz Bono,Percentage,17.0,0.07834101382488479,7.0,Eliminated Week 6,0
13,1.0,Chynna Phillips,Percentage,22.0,0.10138248847926268,1.0,Eliminated Week 4,0
13,1.0,David Arquette,Percentage,18.0,0.08294930875576037,6.0,Eliminated Week 7,0
13,1.0,Elisabetta Canalis,Percentage,15.0,0.06912442396313365,11.0,Eliminated Week 2,0
13,1.0,Hope Solo,Percentage,21.0,0.0967741935483871,3.0,Eliminated Week 9,0
13,1.0,J.R. Martinez,Percentage,22.0,0.10138248847926268,1.0,1st Place,0
13,1.0,Kristin Cavallari,Percentage,19.0,0.08755760368663594,5.0,Eliminated Week 3,0
13,1.0,Metta World Peace (Ron),Percentage,14.0,0.06451612903225806,12.0,Eliminated Week 1,1
13,1.0,Nancy Grace,Percentage,16.0,0.07373271889400922,9.0,Eliminated Week 8,0
13,1.0,Ricki Lake,Percentage,20.0,0.09216589861751152,4.0,3rd Place,0
13,1.0,Rob Kardashian,Percentage,16.0,0.07373271889400922,9.0,2nd Place,0
13,2.0,Carson Kressley,Percentage,18.0,0.08071748878923767,9.0,Eliminated Week 5,0
13,2.0,Chaz Bono,Percentage,17.0,0.07623318385650224,11.0,Eliminated Week 6,0
13,2.0,Chynna Phillips,Percentage,21.0,0.09417040358744394,4.0,Eliminated Week 4,0
13,2.0,David Arquette,Percentage,18.0,0.08071748878923767,9.0,Eliminated Week 7,0
13,2.0,Elisabetta Canalis,Percentage,21.0,0.09417040358744394,4.0,Eliminated Week 2,1
13,2.0,Hope Solo,Percentage,19.0,0.08520179372197309,8.0,Eliminated Week 9,0
13,2.0,J.R. Martinez,Percentage,22.0,0.09865470852017937,2.0,1st Place,0
13,2.0,Kristin Cavallari,Percentage,22.0,0.09865470852017937,2.0,Eliminated Week 3,0
13,2.0,Nancy Grace,Percentage,21.0,0.09417040358744394,4.0,Eliminated Week 8,0
13,2.0,Ricki Lake,Percentage,23.0,0.1031390134529148,1.0,3rd Place,0
13,2.0,Rob Kardashian,Percentage,21.0,0.09417040358744394,4.0,2nd Place,0
13,3.0,Carson Kressley,Percentage,23.0,0.0970464135021097,8.0,Eliminated Week 5,0
13,3.0,Chaz Bono,Percentage,18.0,0.0759493670886076,10.0,Eliminated Week 6,0
13,3.0,Chynna Phillips,Percentage,26.0,0.10970464135021098,2.0,Eliminated Week 4,0
13,3.0,David Arquette,Percentage,24.0,0.10126582278481013,4.0,Eliminated Week 7,0
13,3.0,Hope Solo,Percentage,24.0,0.10126582278481013,4.0,Eliminated Week 9,0
13,3.0,J.R. Martinez,Percentage,26.0,0.10970464135021098,2.0,1st Place,0
13,3.0,Kristin Cavallari,Percentage,24.0,0.10126582278481013,4.0,Eliminated Week 3,1
13,3.0,Nancy Grace,Percentage,21.0,0.08860759493670886,9.0,Eliminated Week 8,0
13,3.0,Ricki Lake,Percentage,27.0,0.11392405063291139,1.0,3rd Place,0
13,3.0,Rob Kardashian,Percentage,24.0,0.10126582278481013,4.0,2nd Place,0
13,4.0,Carson Kressley,Percentage,20.0,0.09569377990430622,9.0,Eliminated Week 5,0
13,4.0,Chaz Bono,Percentage,21.0,0.10047846889952153,6.0,Eliminated Week 6,0
13,4.0,Chynna Phillips,Percentage,21.0,0.10047846889952153,6.0,Eliminated Week 4,1
13,4.0,David Arquette,Percentage,23.0,0.11004784688995216,5.0,Eliminated Week 7,0
13,4.0,Hope Solo,Percentage,24.0,0.11483253588516747,3.0,Eliminated Week 9,0
13,4.0,J.R. Martinez,Percentage,26.0,0.12440191387559808,2.0,1st Place,0
13,4.0,Nancy Grace,Percentage,21.0,0.10047846889952153,6.0,Eliminated Week 8,0
13,4.0,Ricki Lake,Percentage,29.0,0.13875598086124402,1.0,3rd Place,0
13,4.0,Rob Kardashian,Percentage,24.0,0.11483253588516747,3.0,2nd Place,0
13,5.0,Carson Kressley,Percentage,19.0,0.10106382978723404,8.0,Eliminated Week 5,1
13,5.0,Chaz Bono,Percentage,21.0,0.11170212765957446,7.0,Eliminated Week 6,0
13,5.0,David Arquette,Percentage,25.0,0.13297872340425532,2.0,Eliminated Week 7,0
13,5.0,Hope Solo,Percentage,24.0,0.1276595744680851,4.0,Eliminated Week 9,0
13,5.0,J.R. Martinez,Percentage,28.0,0.14893617021276595,1.0,1st Place,0
13,5.0,Nancy Grace,Percentage,22.0,0.11702127659574468,6.0,Eliminated Week 8,0
13,5.0,Ricki Lake,Percentage,24.0,0.1276595744680851,4.0,3rd Place,0
13,5.0,Rob Kardashian,Percentage,25.0,0.13297872340425532,2.0,2nd Place,0
13,6.0,Chaz Bono,Percentage,19.0,0.1144578313253012,7.0,Eliminated Week 6,1
13,6.0,David Arquette,Percentage,23.0,0.13855421686746988,4.0,Eliminated Week 7,0
13,6.0,Hope Solo,Percentage,20.0,0.12048192771084337,6.0,Eliminated Week 9,0
13,6.0,J.R. Martinez,Percentage,29.0,0.1746987951807229,1.0,1st Place,0
13,6.0,Nancy Grace,Percentage,24.0,0.14457831325301204,3.0,Eliminated Week 8,0
13,6.0,Ricki Lake,Percentage,29.0,0.1746987951807229,1.0,3rd Place,0
13,6.0,Rob Kardashian,Percentage,22.0,0.13253012048192772,5.0,2nd Place,0
13,7.0,David Arquette,Percentage,23.5,0.16040955631399317,5.0,Eliminated Week 7,1
13,7.0,Hope Solo,Percentage,25.0,0.17064846416382254,3.0,Eliminated Week 9,0
13,7.0,J.R. Martinez,Percentage,24.0,0.16382252559726962,4.0,1st Place,0
13,7.0,Nancy Grace,Percentage,22.0,0.15017064846416384,6.0,Eliminated Week 8,0
13,7.0,Ricki Lake,Percentage,26.5,0.18088737201365188,1.0,3rd Place,0
13,7.0,Rob Kardashian,Percentage,25.5,0.17406143344709898,2.0,2nd Place,0
13,8.0,Hope Solo,Percentage,26.0,0.20077220077220076,2.0,Eliminated Week 9,0
13,8.0,J.R. Martinez,Percentage,30.0,0.23166023166023167,1.0,1st Place,0
13,8.0,Nancy Grace,Percentage,22.0,0.16988416988416988,5.0,Eliminated Week 8,1
13,8.0,Ricki Lake,Percentage,26.0,0.20077220077220076,2.0,3rd Place,0
13,8.0,Rob Kardashian,Percentage,25.5,0.1969111969111969,4.0,2nd Place,0
13,9.0,Hope Solo,Percentage,24.4998,0.20675023945248716,4.0,Eliminated Week 9,1
13,9.0,J.R. Martinez,Percentage,28.0,0.2362879168266533,3.0,1st Place,0
13,9.0,Ricki Lake,Percentage,33.4999,0.2827007708893286,1.0,3rd Place,0
13,9.0,Rob Kardashian,Percentage,32.4998,0.27426107283153095,2.0,2nd Place,0
13,10.0,J.R. Martinez,Percentage,28.1665,0.33333293885414844,2.0,1st Place,0
13,10.0,Ricki Lake,Percentage,27.999899999999997,0.33136133188796163,3.0,3rd Place,0
13,10.0,Rob Kardashian,Percentage,28.333199999999998,0.33530572925789,1.0,2nd Place,0
14,1.0,Donald Driver,Percentage,21.0,0.07777777777777778,8.0,1st Place,0
14,1.0,Gavin DeGraw,Percentage,20.0,0.07407407407407407,10.0,Eliminated Week 5,0
14,1.0,Gladys Knight,Percentage,23.0,0.08518518518518518,4.0,Eliminated Week 6,0
14,1.0,Jack Wagner,Percentage,23.0,0.08518518518518518,4.0,Eliminated Week 3,0
14,1.0,Jaleel White,Percentage,26.0,0.0962962962962963,1.0,Eliminated Week 7,0
14,1.0,Katherine Jenkins,Percentage,26.0,0.0962962962962963,1.0,2nd Place,0
14,1.0,Maria Menounos,Percentage,21.0,0.07777777777777778,8.0,Eliminated Week 9,0
14,1.0,Martina Navratilova,Percentage,20.0,0.07407407407407407,10.0,Eliminated Week 2,0
14,1.0,Melissa Gilbert,Percentage,20.0,0.07407407407407407,10.0,Eliminated Week 8,0
14,1.0,Roshon Fegan,Percentage,23.0,0.08518518518518518,4.0,Eliminated Week 8,0
14,1.0,Sherri Sheperd,Percentage,23.0,0.08518518518518518,4.0,Eliminated Week 4,0
14,1.0,William Levy,Percentage,24.0,0.08888888888888889,3.0,3rd Place,0
14,2.0,Donald Driver,Percentage,24.0,0.08921933085501858,5.0,1st Place,0
14,2.0,Gavin DeGraw,Percentage,21.0,0.07806691449814127,8.0,Eliminated Week 5,0
14,2.0,Gladys Knight,Percentage,19.0,0.07063197026022305,11.0,Eliminated Week 6,0
14,2.0,Jack Wagner,Percentage,21.0,0.07806691449814127,8.0,Eliminated Week 3,0
14,2.0,Jaleel White,Percentage,22.0,0.08178438661710037,7.0,Eliminated Week 7,0
14,2.0,Katherine Jenkins,Percentage,26.0,0.09665427509293681,1.0,2nd Place,0
14,2.0,Maria Menounos,Percentage,25.0,0.09293680297397769,3.0,Eliminated Week 9,0
14,2.0,Martina Navratilova,Percentage,17.0,0.06319702602230483,12.0,Eliminated Week 2,1
14,2.0,Melissa Gilbert,Percentage,20.0,0.07434944237918216,10.0,Eliminated Week 8,0
14,2.0,Roshon Fegan,Percentage,26.0,0.09665427509293681,1.0,Eliminated Week 8,0
14,2.0,Sherri Sheperd,Percentage,23.0,0.08550185873605948,6.0,Eliminated Week 4,0
14,2.0,William Levy,Percentage,25.0,0.09293680297397769,3.0,3rd Place,0
14,3.0,Donald Driver,Percentage,26.0,0.09285714285714286,4.0,1st Place,0
14,3.0,Gavin DeGraw,Percentage,24.0,0.08571428571428572,7.0,Eliminated Week 5,0
14,3.0,Gladys Knight,Percentage,24.0,0.08571428571428572,7.0,Eliminated Week 6,0
14,3.0,Jack Wagner,Percentage,24.0,0.08571428571428572,7.0,Eliminated Week 3,1
14,3.0,Jaleel White,Percentage,25.0,0.08928571428571429,5.0,Eliminated Week 7,0
14,3.0,Katherine Jenkins,Percentage,29.0,0.10357142857142858,1.0,2nd Place,0
14,3.0,Maria Menounos,Percentage,27.0,0.09642857142857143,3.0,Eliminated Week 9,0
14,3.0,Melissa Gilbert,Percentage,24.0,0.08571428571428572,7.0,Eliminated Week 8,0
14,3.0,Roshon Fegan,Percentage,25.0,0.08928571428571429,5.0,Eliminated Week 8,0
14,3.0,Sherri Sheperd,Percentage,24.0,0.08571428571428572,7.0,Eliminated Week 4,0
14,3.0,William Levy,Percentage,28.0,0.1,2.0,3rd Place,0
14,4.0,Donald Driver,Percentage,27.0,0.11587982832618025,1.0,1st Place,0
14,4.0,Gavin DeGraw,Percentage,23.0,0.09871244635193133,5.0,Eliminated Week 5,0
14,4.0,Gladys Knight,Percentage,20.0,0.08583690987124463,10.0,Eliminated Week 6,0
14,4.0,Jaleel White,Percentage,22.0,0.0944206008583691,6.0,Eliminated Week 7,0
14,4.0,Katherine Jenkins,Percentage,24.0,0.10300429184549356,4.0,2nd Place,0
14,4.0,Maria Menounos,Percentage,26.0,0.11158798283261803,2.0,Eliminated Week 9,0
14,4.0,Melissa Gilbert,Percentage,22.0,0.0944206008583691,6.0,Eliminated Week 8,0
14,4.0,Roshon Fegan,Percentage,26.0,0.11158798283261803,2.0,Eliminated Week 8,0
14,4.0,Sherri Sheperd,Percentage,21.0,0.09012875536480687,9.0,Eliminated Week 4,1
14,4.0,William Levy,Percentage,22.0,0.0944206008583691,6.0,3rd Place,0
14,5.0,Donald Driver,Percentage,27.0,0.12053571428571429,3.0,1st Place,0
14,5.0,Gavin DeGraw,Percentage,19.0,0.08482142857142858,9.0,Eliminated Week 5,1
14,5.0,Gladys Knight,Percentage,22.0,0.09821428571428571,7.0,Eliminated Week 6,0
14,5.0,Jaleel White,Percentage,24.0,0.10714285714285714,6.0,Eliminated Week 7,0
14,5.0,Katherine Jenkins,Percentage,29.0,0.12946428571428573,1.0,2nd Place,0
14,5.0,Maria Menounos,Percentage,27.0,0.12053571428571429,3.0,Eliminated Week 9,0
14,5.0,Melissa Gilbert,Percentage,21.0,0.09375,8.0,Eliminated Week 8,0
14,5.0,Roshon Fegan,Percentage,26.0,0.11607142857142858,5.0,Eliminated Week 8,0
14,5.0,William Levy,Percentage,29.0,0.12946428571428573,1.0,3rd Place,0
14,6.0,Donald Driver,Percentage,33.9999,0.13178291569008133,4.0,1st Place,0
14,6.0,Gladys Knight,Percentage,24.0,0.09302350820331683,8.0,Eliminated Week 6,1
14,6.0,Jaleel White,Percentage,36.9998,0.14341046661754508,2.0,Eliminated Week 7,0
14,6.0,Katherine Jenkins,Percentage,38.9999,0.151162813232439,1.0,2nd Place,0
14,6.0,Maria Menounos,Percentage,29.999899999999997,0.11627899765619518,6.0,Eliminated Week 9,0
14,6.0,Melissa Gilbert,Percentage,30.0,0.11627938525414604,5.0,Eliminated Week 8,0
14,6.0,Roshon Fegan,Percentage,27.9998,0.10852665104130127,7.0,Eliminated Week 8,0
14,6.0,William Levy,Percentage,36.0,0.13953526230497523,3.0,3rd Place,0
14,7.0,Donald Driver,Percentage,26.5,0.1444141689373297,3.0,1st Place,0
14,7.0,Jaleel White,Percentage,25.5,0.13896457765667575,6.0,Eliminated Week 7,1
14,7.0,Katherine Jenkins,Percentage,27.0,0.14713896457765668,2.0,2nd Place,0
14,7.0,Maria Menounos,Percentage,28.5,0.1553133514986376,1.0,Eliminated Week 9,0
14,7.0,Melissa Gilbert,Percentage,23.5,0.12806539509536785,7.0,Eliminated Week 8,0
14,7.0,Roshon Fegan,Percentage,26.0,0.14168937329700274,5.0,Eliminated Week 8,0
14,7.0,William Levy,Percentage,26.5,0.1444141689373297,3.0,3rd Place,0
14,8.0,Donald Driver,Percentage,27.5,0.16819571865443425,3.0,1st Place,0
14,8.0,Katherine Jenkins,Percentage,27.5,0.16819571865443425,3.0,2nd Place,0
14,8.0,Maria Menounos,Percentage,26.5,0.1620795107033639,5.0,Eliminated Week 9,0
14,8.0,Melissa Gilbert,Percentage,25.5,0.1559633027522936,6.0,Eliminated Week 8,1
14,8.0,Roshon Fegan,Percentage,28.0,0.1712538226299694,2.0,Eliminated Week 8,1
14,8.0,William Levy,Percentage,28.5,0.1743119266055046,1.0,3rd Place,0
14,9.0,Donald Driver,Percentage,28.5,0.24782608695652175,3.0,1st Place,0
14,9.0,Katherine Jenkins,Percentage,28.0,0.24347826086956523,4.0,2nd Place,0
14,9.0,Maria Menounos,Percentage,29.5,0.2565217391304348,1.0,Eliminated Week 9,1
14,9.0,William Levy,Percentage,29.0,0.25217391304347825,2.0,3rd Place,0
14,10.0,Donald Driver,Percentage,29.666600000000003,0.33208930162582334,2.0,1st Place,0
14,10.0,Katherine Jenkins,Percentage,30.0,0.3358213967483533,1.0,2nd Place,0
14,10.0,William Levy,Percentage,29.666600000000003,0.33208930162582334,2.0,3rd Place,0
15,1.0,Apolo Anton Ohno,Percentage,22.0,0.07956600361663653,4.0,Eliminated Week 9,0
15,1.0,Bristol Palin,Percentage,19.5,0.0705244122965642,11.0,Eliminated Week 4,0
15,1.0,Drew Lachey,Percentage,21.5,0.07775768535262206,6.0,Eliminated Week 3,0
15,1.0,Emmitt Smith,Percentage,24.5,0.08860759493670886,1.0,Eliminated Week 9,0
15,1.0,Gilles Marini,Percentage,24.0,0.0867992766726944,2.0,Eliminated Week 8,0
15,1.0,Helio Castroneves,Percentage,21.5,0.07775768535262206,6.0,Eliminated Week 3,0
15,1.0,Joey Fatone,Percentage,20.5,0.07414104882459313,10.0,Eliminated Week 2,0
15,1.0,Kelly Monaco,Percentage,21.5,0.07775768535262206,6.0,3rd Place,0
15,1.0,Kirstie Alley,Percentage,19.0,0.06871609403254973,12.0,Eliminated Week 8,0
15,1.0,Melissa Rycroft,Percentage,21.0,0.0759493670886076,9.0,1st Place,0
15,1.0,Pamela Anderson,Percentage,17.0,0.06148282097649186,13.0,Eliminated Week 1,1
